STREET NUMBER,STREET DIRECTION,STREET NAME,USGS Quad Number,Name,Factual Date,Estimated Date,Desc1_Stories,Desc2_Material,Desc3_Type,Designation_RTHL,Designation_HABS,Designation_NR_Individual,Designation_NR_Historic_Dis,Designation_Thematic,Other Notes,Type of Table,Recorder,Record_Date
304,East,44th Street,3097-242,,1892,,2 story,stone,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
905,East,44th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
906,East,44th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
907,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
700,East,44th Street,3097-242,,,1930,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
701,East,44th Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
711,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
805,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
806,East,44th Street,3097-242,,1936,,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
807,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
905,East,44th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
906,East,44th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
907,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
909,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
910,East,44th Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
911,East,44th Street,3097-242,,,,,,,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1000,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
305,West,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
306,West,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
403,West,44th Street,3097-242,,,1910,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
505,West,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
507,West,44th Street,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
302,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
304,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
305,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
411,East,45th Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
700,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
702,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
709,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
710,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
713,East,45th Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
804,East,45th Street,3097-242,,,1930,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
807,East,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
809,East,45th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
206,West,45th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
207,West,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
305,West,45th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
307,West,45th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
407,West,45th Street,3097-242,,,1935,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
701,East,45-1/2 Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
703,East,45-1/2 Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
705,East,45-1/2 Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
707,East,45-1/2 Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
812,East,45-1/2 Street,3097-242,,,1925,1 1/2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
104,East,46th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
105,East,46th Street,3097-242,,,1925,1 story,stone,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
200*,East,46th Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
509,East,46th Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
703,East,46th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
805,East,46th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
903,East,46th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
916,East,46th Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
918*,East,46th Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
922,East,46th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
204,West,46th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
204,East,47th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
207,East,47th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
513*,East,47th Street,3097-242,,,1935,1 story,stone,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
604,East,47th Street,3097-242,,,1915,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
709,East,47th Street,3097-242,,,1930,1 story,stone,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
710,East,47th Street,3097-242,,,1915,2 story,brick/frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
906,East,47th Street,3097-242,,,1930,1 story,masonry block,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1002,East,47th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1004,East,47th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1006,East,47th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
108,East,48th Street,3097-242,,,1930,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
300,Blk East,48th Street,3097-242,,,1925,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
402,East,48th Street,3097-242,,,1925,2 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
502,East,48th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
504,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
512,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
602,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
604,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
610,East,49th Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
612,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
806,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
814,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1010,East,49th Street,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1013,East,49th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1015,East,49th Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3906,,Bailey,3097-242,,,1915,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4412,,Barrow Avenue,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4414,,Barrow Avenue,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4416,,Barrow Avenue,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4417,,Barrow Avenue,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4418,,Barrow Avenue,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4419,,Barrow Avenue,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2901,,Beanna Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2903,,Beanna Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2905,,Beanna Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2907,,Beanna Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2908,,Beanna Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2909,,Beanna Street,3097-242,,,1930,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2911,,Beanna Street,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2913,,Beanna Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2914,,Beanna Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
2915,,Beanna Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
501,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
506,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
508,,Bellevue Place,3097-242,,,1915,1 1/2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
509,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
511,,Bellevue Place,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4413,,Bellevue Place,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4414,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4415,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4416,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4418,,Bellevue Place,3097-242,,,1925,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4419,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4421,,Bellevue Place,3097-242,,,1925,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3103,,Benelva Drive,3097-242,,,1930,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3113,,Benelva Drive,3097-242,,,1930,2 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3115,,Benelva Drive,3097-242,,,1930,2 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4000,,Burnet Street,3097-242,,,1935,1 story,stone veneer,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4002,,Burnet Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4008,,Burnet Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4106,,Burnet Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4108,,Burnet Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4110,,Burnet Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4114,,Burnet Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
712,East,44th Street,3097-242,,,1915,1 1/2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
800,East,44th Street,3097-242,,1936,,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
801,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
803,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
804,East,44th Street,3097-242,,1936,,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1001,East,44th Street,3097-242,,,1930,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1002,East,44th Street,3097-242,,,1925,1 story,Frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1003,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1004,East,44th Street,3097-242,,,1925,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1006,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1007,East,44th Street,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1008,East,44th Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
1010,East,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
202,West,44th Street,3097-242,,,1910,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
203,West,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
204,West,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
302,West,44th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
304,West,45th Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
600,,Bellevue Place,3097-242,,,1910,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
601,,Bellevue Place,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
603,,Bellevue Place,3097-242,,,1930,2 story,stone,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
605,,Bellevue Place,3097-242,,,1935,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
609,,Bellevue Place,3097-242,,,1935,1 story,clay tile,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4201,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4202,,Bellevue Place,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4206,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4207,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4208,,Bellevue Place,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4210,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4211,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4300,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4302,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4304,,Bellevue Place,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4306,,Bellevue Place,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
709,,Carolyn Avenue,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4303,,Caswell Avenue,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4305,,Caswell Avenue,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4405,,Caswell Avenue,3097-242,,,1920,1 story,stone veneer,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4406,,Caswell Avenue,3097-242,,,1910,1.5 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4408,,Caswell Avenue,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4409,,Caswell Avenue,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4412,,Caswell Avenue,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4502,,Caswell Avenue,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4512,,Caswell Avenue,3097-242,,,1915,1 story,stucco over frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4514,,Caswell Avenue,3097-242,,,1915,1 story,stone veneer/frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4522,,Caswell Avenue,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4600,,Caswell Avenue,3097-242,,,1920,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4606,,Caswell Avenue,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4608,,Caswell Avenue,3097-242,,,1935,1 story,stone veneer,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4615,,Caswell Avenue,3097-242,,,1925,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4700,,blk of Caswell,3097-242,,,1925,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4307,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4310,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4315,,Bellevue Place,3097-242,,,1930,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4400,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4402,,Bellevue Place,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
4408,,Bellevue Place,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
501,,Carolyn Avenue,3097-242,,,1935,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
505,,Carolyn Avenue,3097-242,,,1935,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
506,,Carolyn Avenue,3097-242,,,1935,1.5 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
508,,Carolyn Avenue,3097-242,,,1930,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
509,,Carolyn Avenue,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
600,,Carolyn Avenue,3097-242,,,1925,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
601,,Carolyn Avenue,3097-242,,,1935,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
602,,Carolyn Avenue,3097-242,,,1935,1 story,stone veneer,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
603,,Carolyn Avenue,3097-242,,,1930,2 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
604,,Carolyn Avenue,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
608,,Carolyn Avenue,3097-242,,,1930,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3407,,Cedar Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3408,,Cedar Street,3097-242,,,1910,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3409,,Cedar Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3411,,Cedar Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3412,,Cedar Street,3097-242,,,1925,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3413,,Cedar Street,3097-242,,,1905,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3414,,Cedar Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3415,,Cedar Street,3097-242,,,1920,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3417,,Cedar Street,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3700,,blk of Cedar Street,3097-242,,,1905,2 story,stone/brick,institutional,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3701,,Cedar Street,3097-242,,,1905,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3703,,Cedar Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3407,,Cedar Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3408,,Cedar Street,3097-242,,,1910,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3409,,Cedar Street,3097-242,,,1935,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3411,,Cedar Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3412,,Cedar Street,3097-242,,,1925,2 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3404,,Grooms Street,3097-242,,,1925,1 story,frame,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
3500,,blk of Grooms,3097-242,,,1935,1 story,brick,residence,,,,,,,the 1984 Cultural Resources Survey,HHM,Jan-Mar 84
